Name,Tier,rare,elite,eliteonly,ilvl,maxlevel,frequency,plvlreq,group,mod1code,mod1min,mod1max,mod2code,mod2min,mod2max,mod3code,mod3min,mod3max,itype1,itype2,itype3,itype4,itype5,itype6,itype7,etype1,etype2,etype3,etype4,etype5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lucky,,1,,,21,,4,,114,mag%,1,4,,,,,,,lcha,,,,,,,,,,,
Lucky,,,,,38,,4,,114,mag%,5,7,,,,,,,lcha,,,,,,,,,,,
Lucky,,,,,55,,4,,114,mag%,8,12,,,,,,,lcha,,,,,,,,,,,
Lucky,,1,,,34,,4,,114,mag%,1,1,,,,,,,mcha,,,,,,,,,,,
Lucky,,,,,53,,4,,114,mag%,2,3,,,,,,,mcha,,,,,,,,,,,
Lucky,,,,,51,,4,,114,mag%,4,6,,,,,,,mcha,,,,,,,,,,,
Felicitous,,1,,,5,,4,,114,mag%,5,10,,,,,,,ring,amul,circ,,,,,,,,,
Fortuitous,,,,,12,,4,,114,mag%,11,15,,,,,,,ring,amul,circ,,,,,,,,,
Emerald,,1,,,16,,4,,114,mag%,3,7,,,,,,,jewl,,,,,,,,,,,
Lizard's,,1,,,1,,4,,115,mana,3,7,,,,,,,lcha,,,,,,,,,,,
Lizard's,,1,,,7,,4,,115,mana,8,13,,,,,,,lcha,,,,,,,,,,,
Lizard's,,1,,,13,,4,,115,mana,14,20,,,,,,,lcha,,,,,,,,,,,
Snake's,,1,,,19,,4,,115,mana,21,26,,,,,,,lcha,,,,,,,,,,,
Snake's,,1,,,25,,4,,115,mana,27,33,,,,,,,lcha,,,,,,,,,,,
Snake's,,1,,,31,,4,,115,mana,34,39,,,,,,,lcha,,,,,,,,,,,
Serpent's,,1,,,37,,4,,115,mana,40,46,,,,,,,lcha,,,,,,,,,,,
Serpent's,,1,,,43,,4,,115,mana,47,52,,,,,,,lcha,,,,,,,,,,,
Serpent's,,1,,,49,,4,,115,mana,53,59,,,,,,,lcha,,,,,,,,,,,
Lizard's,,1,,,1,,4,,115,mana,2,4,,,,,,,mcha,,,,,,,,,,,
Lizard's,,1,,,9,,4,,115,mana,5,7,,,,,,,mcha,,,,,,,,,,,
Lizard's,,1,,,17,,4,,115,mana,8,12,,,,,,,mcha,,,,,,,,,,,
Snake's,,1,,,25,,4,,115,mana,13,18,,,,,,,mcha,,,,,,,,,,,
Snake's,,1,,,33,,4,,115,mana,19,23,,,,,,,mcha,,,,,,,,,,,
Serpent's,,1,,,41,,4,,115,mana,24,29,,,,,,,mcha,,,,,,,,,,,
Serpent's,,1,,,49,,4,,115,mana,30,34,,,,,,,mcha,,,,,,,,,,,
Lizard's,,1,,,16,,4,,115,mana,1,2,,,,,,,scha,,,,,,,,,,,
Lizard's,,1,,,16,,4,,115,mana,3,7,,,,,,,scha,,,,,,,,,,,
Snake's,,1,,,32,,4,,115,mana,8,12,,,,,,,scha,,,,,,,,,,,
Serpent's,,,,,48,,4,,115,mana,13,17,,,,,,,scha,,,,,,,,,,,
Lizard's,,1,,,3,,4,,115,mana,3,5,,,,,,,armo,ring,amul,rod,orb,,,boot,glov,,,
Snake's,,1,,,6,,4,,115,mana,5,10,,,,,,,shld,rod,belt,ring,amul,circ,,,,,,
Serpent's,,1,,,14,,3,,115,mana,11,20,,,,,,,shld,rod,belt,ring,amul,circ,,,,,,
Serpent's,,1,,,37,,2,,115,mana,11,20,,,,,,,tors,boot,glov,weap,orb,,,rod,,,,
Drake's,,1,,,20,,2,,115,mana,21,30,,,,,,,rod,ring,amul,orb,circ,,,,,,,
Dragon's,,1,,,24,,2,,115,mana,31,40,,,,,,,rod,ring,amul,orb,circ,,,,,,,
Dragon's,,1,,,52,,2,,115,mana,31,40,,,,,,,tors,boot,glov,,,,,,,,,
Wyrm's,,1,,,30,,2,,115,mana,41,60,,,,,,,rod,ring,amul,orb,circ,,,,,,,
Great Wyrm's,,1,,,37,,2,,115,mana,61,90,,,,,,,rod,ring,amul,orb,circ,,,,,,,
Bahamut's,,,,,45,,2,,115,mana,91,120,,,,,,,rod,ring,amul,orb,circ,,,,,,,
Zircon,,1,,,3,,2,,115,mana,5,10,,,,,,,jewl,,,,,,,,,,,
Jacinth,,1,,,17,,2,,115,mana,11,15,,,,,,,jewl,,,,,,,,,,,
Turquoise,,,,,29,,2,,115,mana,16,20,,,,,,,jewl,,,,,,,,,,,
Shimmering,,,,,8,13,1,,116,res-all,3,6,,,,,,,lcha,,,,,,,,,,,
Shimmering,,,,,14,34,1,,116,res-all,8,12,,,,,,,lcha,,,,,,,,,,,
Shimmering,,,,,35,,1,,116,res-all,13,15,,,,,,,lcha,,,,,,,,,,,
Shimmering,,,,,17,33,1,,116,res-all,3,5,,,,,,,mcha,,,,,,,,,,,
Shimmering,,,,,34,,1,,116,res-all,6,8,,,,,,,mcha,,,,,,,,,,,
Shimmering,,,,,33,,1,,116,res-all,3,5,,,,,,,scha,,,,,,,,,,,
Shimmering,,1,,,6,,5,,116,res-all,3,7,,,,,,,shld,,,,,,,,,,,
Rainbow,,1,,,18,,5,,116,res-all,8,11,,,,,,,shld,,,,,,,,,,,
Scintillating,,1,,,28,,5,,116,res-all,12,15,,,,,,,shld,,,,,,,,,,,
Prismatic,,1,,,39,,4,,116,res-all,16,20,,,,,,,shld,,,,,,,,,,,
Chromatic,,,,,50,,4,,116,res-all,21,30,,,,,,,shld,,,,,,,,,,,
Shimmering,,1,,,8,,5,,116,res-all,3,7,,,,,,,amul,circ,,,,,,,,,,
Rainbow,,1,,,21,,5,,116,res-all,8,11,,,,,,,amul,circ,,,,,,,,,,
Scintillating,,1,,,34,,5,,116,res-all,12,15,,,,,,,amul,circ,,,,,,,,,,
Prismatic,,1,,,42,,4,,116,res-all,16,20,,,,,,,amul,circ,,,,,,,,,,
Chromatic,,,,,55,,3,,116,res-all,21,30,,,,,,,amul,circ,,,,,,,,,,
Shimmering,,1,,,45,,3,,116,res-all,3,7,,,,,,,ring,,,,,,,,,,,
Rainbow,,1,,,56,,2,,116,res-all,8,11,,,,,,,ring,,,,,,,,,,,
Scintillating,,,,,67,,2,,116,res-all,12,15,,,,,,,ring,,,,,,,,,,,
Shimmering,,1,,,16,,1,,116,res-all,5,10,,,,,,,jewl,,,,,,,,,,,
Scintillating,,,,,34,,1,,116,res-all,11,15,,,,,,,jewl,,,,,,,,,,,
Azure,,1,,,1,,2,,117,res-cold,7,15,,,,,,,lcha,,,,,,,,,,,
Lapis,,1,,,10,,2,,117,res-cold,16,20,,,,,,,lcha,,,,,,,,,,,
Cobalt,,1,,,20,,2,,117,res-cold,21,25,,,,,,,lcha,,,,,,,,,,,
Sapphire,,,,,30,,2,,117,res-cold,26,30,,,,,,,lcha,,,,,,,,,,,
Azure,,1,,,1,,2,,117,res-cold,4,7,,,,,,,mcha,,,,,,,,,,,
Lapis,,1,,,16,,2,,117,res-cold,8,10,,,,,,,mcha,,,,,,,,,,,
Cobalt,,1,,,25,,2,,117,res-cold,11,12,,,,,,,mcha,,,,,,,,,,,
Sapphire,,,,,35,,2,,117,res-cold,13,15,,,,,,,mcha,,,,,,,,,,,
Azure,,1,,,1,,2,,117,res-cold,3,5,,,,,,,scha,,,,,,,,,,,
Lapis,,1,,,14,,2,,117,res-cold,6,7,,,,,,,scha,,,,,,,,,,,
Cobalt,,1,,,27,,2,,117,res-cold,8,9,,,,,,,scha,,,,,,,,,,,
Sapphire,,,,,40,,2,,117,res-cold,10,11,,,,,,,scha,,,,,,,,,,,
Azure,,1,,,5,,2,,117,res-cold,5,10,,,,,,,armo,weap,ring,amul,orb,circ,,,,,,
Lapis,,1,,,12,,4,,117,res-cold,11,20,,,,,,,armo,ring,amul,orb,circ,,,,,,,
Lapis,,1,,,35,,2,,117,res-cold,11,20,,,,,,,weap,,,,,,,orb,,,,
Cobalt,,1,,,18,,3,,117,res-cold,21,30,,,,,,,armo,ring,amul,orb,circ,,,,,,,
Cobalt,,1,,,55,,2,,117,res-cold,21,30,,,,,,,weap,,,,,,,orb,,,,
Sapphire,,1,,,25,,3,,117,res-cold,31,40,,,,,,,rod,boot,amul,orb,circ,,,,,,,
Lapis Lazuli,,1,,,2,,4,,117,res-cold,5,15,,,,,,,jewl,,,,,,,,,,,
Sapphire,,1,,,19,,4,,117,res-cold,16,30,,,,,,,jewl,,,,,,,,,,,
Crimson,,1,,,1,,2,,118,res-fire,7,15,,,,,,,lcha,,,,,,,,,,,
Russet,,1,,,10,,2,,118,res-fire,16,20,,,,,,,lcha,,,,,,,,,,,
Garnet,,1,,,20,,2,,118,res-fire,21,25,,,,,,,lcha,,,,,,,,,,,
Ruby,,,,,30,,2,,118,res-fire,26,30,,,,,,,lcha,,,,,,,,,,,
Crimson,,1,,,1,,2,,118,res-fire,4,7,,,,,,,mcha,,,,,,,,,,,
Russet,,1,,,16,,2,,118,res-fire,8,10,,,,,,,mcha,,,,,,,,,,,
Garnet,,1,,,25,,2,,118,res-fire,11,12,,,,,,,mcha,,,,,,,,,,,
Ruby,,,,,35,,2,,118,res-fire,13,15,,,,,,,mcha,,,,,,,,,,,
Crimson,,1,,,1,,2,,118,res-fire,3,5,,,,,,,scha,,,,,,,,,,,
Russet,,1,,,14,,2,,118,res-fire,6,7,,,,,,,scha,,,,,,,,,,,
Garnet,,,,,27,,2,,118,res-fire,8,9,,,,,,,scha,,,,,,,,,,,
Ruby,,1,,,40,,2,,118,res-fire,10,11,,,,,,,scha,,,,,,,,,,,
Russet,,1,,,12,,4,,118,res-fire,11,20,,,,,,,armo,ring,amul,orb,circ,,,,,,,
Russet,,1,,,35,,1,,118,res-fire,11,20,,,,,,,weap,,,,,,,orb,,,,
Garnet,,1,,,18,,3,,118,res-fire,21,30,,,,,,,armo,ring,amul,orb,circ,,,,,,,
Garnet,,1,,,55,,1,,118,res-fire,21,30,,,,,,,weap,,,,,,,orb,,,,
Ruby,,1,,,25,,3,,118,res-fire,31,40,,,,,,,rod,boot,amul,orb,circ,,,,,,,
Garnet,,1,,,2,,4,,117,res-fire,5,15,,,,,,,jewl,,,,,,,,,,,
Ruby,,1,,,18,,4,,117,res-fire,16,30,,,,,,,jewl,,,,,,,,,,,
Tangerine,,1,,,1,,2,,119,res-ltng,7,15,,,,,,,lcha,,,,,,,,,,,
Ocher,,1,,,10,,2,,119,res-ltng,16,20,,,,,,,lcha,,,,,,,,,,,
Coral,,1,,,20,,2,,119,res-ltng,21,25,,,,,,,lcha,,,,,,,,,,,
Amber,,,,,30,,2,,119,res-ltng,26,30,,,,,,,lcha,,,,,,,,,,,
Tangerine,,1,,,1,,2,,119,res-ltng,4,7,,,,,,,mcha,,,,,,,,,,,
Ocher,,1,,,16,,2,,119,res-ltng,8,10,,,,,,,mcha,,,,,,,,,,,
Coral,,1,,,25,,2,,119,res-ltng,11,12,,,,,,,mcha,,,,,,,,,,,
Amber,,,,,35,,2,,119,res-ltng,13,15,,,,,,,mcha,,,,,,,,,,,
Tangerine,,1,,,1,,2,,119,res-ltng,3,5,,,,,,,scha,,,,,,,,,,,
Ocher,,1,,,14,,2,,119,res-ltng,6,7,,,,,,,scha,,,,,,,,,,,
Coral,,1,,,27,,2,,119,res-ltng,8,9,,,,,,,scha,,,,,,,,,,,
Amber,,,,,40,,2,,119,res-ltng,10,11,,,,,,,scha,,,,,,,,,,,
Tangerine,,1,,,5,,4,,119,res-ltng,5,10,,,,,,,armo,weap,ring,amul,orb,circ,,,,,,
Ocher,,1,,,12,,4,,119,res-ltng,11,20,,,,,,,armo,ring,amul,orb,circ,,,,,,,
Ocher,,1,,,35,,1,,119,res-ltng,11,20,,,,,,,weap,,,,,,,orb,,,,
Coral,,1,,,18,,3,,119,res-ltng,21,30,,,,,,,armo,ring,amul,orb,circ,,,,,,,
Coral,,1,,,55,,1,,119,res-ltng,21,30,,,,,,,weap,,,,,,,orb,,,,
Amber,,1,,,25,,3,,119,res-ltng,31,40,,,,,,,rod,boot,amul,orb,circ,,,,,,,
Camphor,,1,,,2,,4,,117,res-ltng,5,15,,,,,,,jewl,,,,,,,,,,,
Ambergris,,1,,,19,,4,,117,res-ltng,16,30,,,,,,,jewl,,,,,,,,,,,
Beryl,,1,,,1,,2,,120,res-pois,7,15,,,,,,,lcha,,,,,,,,,,,
Viridian,,1,,,10,,2,,120,res-pois,16,20,,,,,,,lcha,,,,,,,,,,,
Jade,,1,,,20,,2,,120,res-pois,21,25,,,,,,,lcha,,,,,,,,,,,
Emerald,,,,,30,,2,,120,res-pois,26,30,,,,,,,lcha,,,,,,,,,,,
Beryl,,1,,,1,,2,,120,res-pois,4,7,,,,,,,mcha,,,,,,,,,,,
Viridian,,1,,,16,,2,,120,res-pois,8,10,,,,,,,mcha,,,,,,,,,,,
Jade,,1,,,25,,2,,120,res-pois,11,12,,,,,,,mcha,,,,,,,,,,,
Emerald,,,,,35,,2,,120,res-pois,13,15,,,,,,,mcha,,,,,,,,,,,
Beryl,,1,,,1,,2,,120,res-pois,3,5,,,,,,,scha,,,,,,,,,,,
Viridian,,1,,,14,,2,,120,res-pois,6,7,,,,,,,scha,,,,,,,,,,,
Jade,,1,,,27,,2,,120,res-pois,8,9,,,,,,,scha,,,,,,,,,,,
Emerald,,,,,40,,2,,120,res-pois,10,11,,,,,,,scha,,,,,,,,,,,
Beryl,,1,,,5,,4,,120,res-pois,5,10,,,,,,,armo,weap,ring,amul,orb,circ,,,,,,
Viridian,,1,,,12,,4,,120,res-pois,11,20,,,,,,,armo,ring,amul,orb,circ,,,,,,,
Viridian,,1,,,35,,1,,120,res-pois,11,20,,,,,,,weap,,,,,,,orb,,,,
Jade,,1,,,18,,3,,120,res-pois,21,30,,,,,,,armo,ring,amul,orb,circ,,,,,,,
Jade,,1,,,55,,1,,120,res-pois,21,30,,,,,,,weap,,,,,,,orb,,,,
Emerald,,1,,,25,,3,,120,res-pois,31,40,,,,,,,rod,boot,amul,orb,circ,,,,,,,
Beryl,,1,,,2,,4,,117,res-pois,5,15,,,,,,,jewl,,,,,,,,,,,
Jade,,1,,,19,,4,,117,res-pois,16,30,,,,,,,jewl,,,,,,,,,,,
Triumphant,,1,,,3,,4,,121,mana-kill,1,1,,,,,,,weap,ring,circ,,,,,,,,,
Victorious,,1,,,17,,4,,121,mana-kill,2,5,,,,,,,weap,circ,,,,,,,,,,
Aureolin,,1,,,22,,4,,121,mana-kill,1,3,,,,,,,jewl,,,,,,,,,,,
Mechanist's,,1,,,10,,3,,122,sock,1,2,,,,,,,weap,shld,helm,tors,circ,,,thro,,,,
Artificer's,,,,,33,,2,,122,sock,,,,,,,,,weap,shld,helm,tors,,,,thro,,,,
Jeweler's,,,,,55,,1,,122,sock,,,,,,,,,weap,shld,helm,tors,,,,thro,,,,
Assamic,,1,,,3,,2,,123,att-demon,25,50,dmg-demon,10,25,,,,weap,circ,,,,,,wand,orb,,,
Arcadian,,1,,,15,,2,,123,att-demon,51,100,dmg-demon,26,50,,,,weap,circ,,,,,,wand,orb,,,
Unearthly,,1,,,25,,1,,123,att-demon,101,150,dmg-demon,51,100,,,,weap,,,,,,,wand,orb,,,
Astral,,1,,,35,,1,,123,att-demon,151,200,dmg-demon,101,150,,,,weap,,,,,,,wand,orb,,,
Elysian,,1,,,45,,1,,123,att-demon,201,300,dmg-demon,151,200,,,,weap,,,,,,,wand,orb,,,
Celestial,,,,,55,,1,,123,att-demon,301,400,dmg-demon,201,300,,,,weap,,,,,,,wand,orb,,,
Diamond,,1,,,26,,1,,123,att-demon,25,50,dmg-demon,25,40,,,,jewl,,,,,,,,,,,
Fletcher's,,,,,50,,1,,125,skilltab,1,1,,,,,,,lcha,,,,,,,,,,,
Acrobat's,,,,,50,,1,,125,skilltab,1,1,,,,,,,lcha,,,,,,,,,,,
Harpoonist's,,,,,50,,1,,125,skilltab,1,1,,,,,,,lcha,,,,,,,,,,,
Fletcher's,,1,,,20,,1,,125,skilltab,1,1,,,,,,,miss,glov,,,,,,,,,,
Bowyer's,,1,,,40,,1,,125,skilltab,2,2,,,,,,,miss,glov,,,,,,,,,,
Archer's,,,,,60,,1,,125,skilltab,3,3,,,,,,,miss,glov,,,,,,,,,,
Acrobat's,,1,,,20,,1,,125,skilltab,1,1,,,,,,,glov,amul,circ,,,,,,,,,
Gymnast's,,1,,,40,,1,,125,skilltab,2,2,,,,,,,glov,amul,circ,,,,,,,,,
Athlete's,,,,,60,,1,,125,skilltab,3,3,,,,,,,glov,amul,circ,,,,,,,,,
Harpoonist's,,1,,,20,,1,,125,skilltab,1,1,,,,,,,spea,glov,,,,,,,,,,
Spearmaiden's,,1,,,40,,1,,125,skilltab,2,2,,,,,,,spea,glov,,,,,,,,,,
Lancer's,,,,,60,,1,,125,skilltab,3,3,,,,,,,spea,glov,,,,,,,,,,
Burning,,1,,,50,,1,,125,skilltab,1,1,,,,,,,lcha,,,,,,,,,,,
Sparking,,1,,,50,,1,,125,skilltab,1,1,,,,,,,lcha,,,,,,,,,,,
Chilling,,1,,,50,,1,,125,skilltab,1,1,,,,,,,lcha,,,,,,,,,,,
Burning,,1,,,20,,1,,125,skilltab,1,1,,,,,,,staff,orb,amul,circ,,,,,,,,
Blazing,,1,,,40,,1,,125,skilltab,2,2,,,,,,,staff,orb,amul,circ,,,,,,,,
Volcanic,,,,,60,,1,,125,skilltab,3,3,,,,,,,staff,orb,amul,circ,,,,,,,,
Sparking,,1,,,20,,1,,125,skilltab,1,1,,,,,,,staff,orb,amul,circ,,,,,,,,
Charged,,1,,,40,,1,,125,skilltab,2,2,,,,,,,staff,orb,amul,circ,,,,,,,,
Powered,,,,,60,,1,,125,skilltab,3,3,,,,,,,staff,orb,amul,circ,,,,,,,,
Chilling,,1,,,20,,1,,125,skilltab,1,1,,,,,,,staff,orb,amul,circ,,,,,,,,
Freezing,,1,,,40,,1,,125,skilltab,2,2,,,,,,,staff,orb,amul,circ,,,,,,,,
Glacial,,,,,60,,1,,125,skilltab,3,3,,,,,,,staff,orb,amul,circ,,,,,,,,
Hexing,,1,,,50,,1,,125,skilltab,1,1,,,,,,,lcha,,,,,,,,,,,
Fungal,,1,,,50,,1,,125,skilltab,1,1,,,,,,,lcha,,,,,,,,,,,
Graverobber's,,1,,,50,,1,,125,skilltab,1,1,,,,,,,lcha,,,,,,,,,,,
Hexing,,1,,,20,,1,,125,skilltab,1,1,,,,,,,wand,head,amul,circ,,,,,,,,
Blighting,,1,,,40,,1,,125,skilltab,2,2,,,,,,,wand,head,amul,circ,,,,,,,,
Accursed,,,,,60,,1,,125,skilltab,3,3,,,,,,,wand,head,amul,circ,,,,,,,,
Fungal,,1,,,20,,1,,125,skilltab,1,1,,,,,,,wand,head,amul,knif,circ,,,tkni,,,,
Noxious,,1,,,40,,1,,125,skilltab,2,2,,,,,,,wand,head,amul,knif,circ,,,tkni,,,,
Venomous,,,,,60,,1,,125,skilltab,3,3,,,,,,,wand,head,amul,knif,circ,,,tkni,,,,
Graverobber's,,1,,,20,,1,,125,skilltab,1,1,,,,,,,wand,head,amul,circ,,,,,,,,
Vodoun,,1,,,40,,1,,125,skilltab,2,2,,,,,,,wand,head,amul,circ,,,,,,,,
Golemlord's,,,,,60,,1,,125,skilltab,3,3,,,,,,,wand,head,amul,circ,,,,,,,,
Lion Branded,,1,,,50,,1,,125,skilltab,1,1,,,,,,,lcha,,,,,,,,,,,
Captain's,,1,,,50,,1,,125,skilltab,1,1,,,,,,,lcha,,,,,,,,,,,
Preserver's,,1,,,50,,1,,125,skilltab,1,1,,,,,,,lcha,,,,,,,,,,,
Lion Branded,,1,,,20,,1,,125,skilltab,1,1,,,,,,,scep,swor,mace,shld,ashd,amul,circ,,,,,
Hawk Branded,,1,,,40,,1,,125,skilltab,2,2,,,,,,,scep,swor,mace,shld,ashd,amul,circ,,,,,
Rose Branded,,,,,60,,1,,125,skilltab,3,3,,,,,,,scep,swor,mace,shld,ashd,amul,circ,,,,,
Captain's,,1,,,20,,1,,125,skilltab,1,1,,,,,,,scep,swor,mace,shld,ashd,amul,circ,,,,,
Commander's,,1,,,40,,1,,125,skilltab,2,2,,,,,,,scep,swor,mace,shld,ashd,amul,circ,,,,,
Marshal's,,,,,60,,1,,125,skilltab,3,3,,,,,,,scep,swor,mace,shld,ashd,amul,circ,,,,,
Preserver's,,1,,,20,,1,,125,skilltab,1,1,,,,,,,shld,ashd,amul,circ,,,,,,,,
Warder's,,1,,,40,,1,,125,skilltab,2,2,,,,,,,shld,ashd,amul,circ,,,,,,,,
Guardian's,,,,,60,,1,,125,skilltab,3,3,,,,,,,shld,ashd,amul,circ,,,,,,,,
Expert's,,1,,,50,,1,,125,skilltab,1,1,,,,,,,lcha,,,,,,,,,,,
Fanatic,,1,,,50,,1,,125,skilltab,1,1,,,,,,,lcha,,,,,,,,,,,
Sounding,,1,,,50,,1,,125,skilltab,1,1,,,,,,,lcha,,,,,,,,,,,
Expert's,,1,,,20,,1,,125,skilltab,1,1,,,,,,,phlm,weap,helm,,,,,miss,rod,,,
Veteran's,,1,,,40,,1,,125,skilltab,2,2,,,,,,,phlm,weap,helm,,,,,miss,rod,,,
Master's,,,,,60,,1,,125,skilltab,3,3,,,,,,,phlm,weap,helm,,,,,miss,rod,,,
Fanatic,,1,,,20,,1,,125,skilltab,1,1,,,,,,,phlm,weap,amul,,,,,miss,rod,,,
Raging,,1,,,40,,1,,125,skilltab,2,2,,,,,,,phlm,weap,amul,,,,,miss,rod,,,
Furious,,,,,60,,1,,125,skilltab,3,3,,,,,,,phlm,weap,amul,,,,,miss,rod,,,
Sounding,,1,,,20,,1,,125,skilltab,1,1,,,,,,,phlm,weap,amul,,,,,miss,rod,,,
Resonant,,1,,,40,,1,,125,skilltab,2,2,,,,,,,phlm,weap,amul,,,,,miss,rod,,,
Echoing,,,,,60,,1,,125,skilltab,3,3,,,,,,,phlm,weap,amul,,,,,miss,rod,,,
Trainer's,,1,,,50,,1,,125,skilltab,1,1,,,,,,,lcha,,,,,,,,,,,
Spiritual,,1,,,50,,1,,125,skilltab,1,1,,,,,,,lcha,,,,,,,,,,,
Nature's,,1,,,50,,1,,125,skilltab,1,1,,,,,,,lcha,,,,,,,,,,,
Trainer's,,1,,,20,,1,,125,skilltab,1,1,,,,,,,club,pelt,amul,circ,,,,,,,,
Caretaker's,,1,,,40,,1,,125,skilltab,2,2,,,,,,,club,pelt,amul,circ,,,,,,,,
Keeper's,,,,,60,,1,,125,skilltab,3,3,,,,,,,club,pelt,amul,circ,,,,,,,,
Spiritual,,1,,,20,,1,,125,skilltab,1,1,,,,,,,club,pelt,amul,circ,,,,,,,,
Feral,,1,,,40,,1,,125,skilltab,2,2,,,,,,,club,pelt,amul,circ,,,,,,,,
Communal,,,,,60,,1,,125,skilltab,3,3,,,,,,,club,pelt,amul,circ,,,,,,,,
Nature's,,1,,,20,,1,,125,skilltab,1,1,,,,,,,club,pelt,amul,circ,,,,,,,,
Terra's,,1,,,40,,1,,125,skilltab,2,2,,,,,,,club,pelt,amul,circ,,,,,,,,
Gaea's,,,,,60,,1,,125,skilltab,3,3,,,,,,,club,pelt,amul,circ,,,,,,,,
Entrapping,,1,,,50,,1,,125,skilltab,1,1,,,,,,,lcha,,,,,,,,,,,
Mentalist's,,1,,,50,,1,,125,skilltab,1,1,,,,,,,lcha,,,,,,,,,,,
Shogukusha's,,1,,,50,,1,,125,skilltab,1,1,,,,,,,lcha,,,,,,,,,,,
Entrapping,,1,,,20,,1,,125,skilltab,1,1,,,,,,,h2h,amul,circ,,,,,,,,,
Trickster's,,1,,,40,,1,,125,skilltab,2,2,,,,,,,h2h,amul,circ,,,,,,,,,
Cunning,,,,,60,,1,,125,skilltab,3,3,,,,,,,h2h,amul,circ,,,,,,,,,
Mentalist's,,1,,,20,,1,,125,skilltab,1,1,,,,,,,h2h,amul,helm,circ,,,,,,,,
Psychic,,1,,,40,,1,,125,skilltab,2,2,,,,,,,h2h,amul,helm,circ,,,,,,,,
Shadow,,,,,60,,1,,125,skilltab,3,3,,,,,,,h2h,amul,helm,circ,,,,,,,,
Shogukusha's,,1,,,20,,1,,125,skilltab,1,1,,,,,,,h2h,amul,glov,circ,,,,,,,,
Sensei's,,1,,,40,,1,,125,skilltab,2,2,,,,,,,h2h,amul,glov,circ,,,,,,,,
Kenshi's,,,,,60,,1,,125,skilltab,3,3,,,,,,,h2h,amul,glov,circ,,,,,,,,
Miocene,,,,,1,,1,,101,ac/lvl,,,,,,,,,tors,,,,,,,,,,,
Miocene,,1,,,1,,1,,101,ac/lvl,,,,,,,,,glov,boot,belt,shld,,,,,,,,
Oligocene,,1,,,10,,1,,101,ac/lvl,,,,,,,,,tors,,,,,,,,,,,
Oligocene,,1,,,10,,1,,101,ac/lvl,,,,,,,,,glov,boot,belt,shld,,,,,,,,
Eocene,,1,,,20,,1,,101,ac/lvl,,,,,,,,,tors,,,,,,,,,,,
Eocene,,1,,,20,,1,,101,ac/lvl,,,,,,,,,glov,boot,belt,shld,,,,,,,,
Paleocene,,1,,,30,,4,,101,ac/lvl,,,,,,,,,tors,,,,,,,,,,,
Paleocene,,1,,,30,,3,,101,ac/lvl,,,,,,,,,glov,boot,belt,shld,,,,,,,,
Knave's,,,,,1,,1,,111,dmg/lvl,,,att/lvl,,,,,,weap,,,,,,,staf,wand,orb,,
Jack's,,1,,,10,,1,,111,dmg/lvl,,,att/lvl,,,,,,weap,,,,,,,staf,wand,orb,,
Jester's,,1,,,20,,1,,111,dmg/lvl,,,att/lvl,,,,,,weap,,,,,,,staf,wand,orb,,
Joker's,,1,,,35,,1,,111,dmg/lvl,,,att/lvl,,,,,,weap,,,,,,,staf,wand,orb,,
Trump,,1,,,50,,7,,111,dmg/lvl,,,att/lvl,,,,,,weap,,,,,,,staf,wand,orb,,
Loud,,,,,1,,1,,105,dmg/lvl,,,,,,,,,weap,,,,,,,staf,wand,orb,,
Calling,,1,,,10,,1,,105,dmg/lvl,,,,,,,,,weap,,,,,,,staf,wand,orb,,
