TransLvl,NameStr,MonType,AI,Level,lUndead,hUndead,demon,flying,Skill1,Sk1mode,Sk1lvl,Skill2,Sk2mode,Sk2lvl,Skill3,Sk3mode,Sk3lvl,Skill4,Sk4mode,Sk4lvl,Skill5,Sk5mode,Sk5lvl,Skill6,Sk6mode,Sk6lvl,Skill7,Sk7mode,Sk7lvl,Skill8,Sk8mode,Sk8lvl,ResDm,ResMa,ResFi,ResLi,ResCo,ResPo,ToBlock,minHP,maxHP,AC,Exp,A1MinD,A1MaxD,A1TH,TreasureClass1,TreasureClass2,TreasureClass3
2,BoneMage,skeleton,SkeletonMage,10,1,,,,SkeletonRaise,seq_skeletonraise,1,,,,,,,,,,,,,,,,,,,,,,,,,,,70,11,55,82,84,56,,,,Act 1 Cast C,Act 1 Champ C,Act 1 Unique C
3,BurningDeadMage,skeleton,SkeletonMage,14,1,,,,SkeletonRaise,seq_skeletonraise,1,,,,,,,,,,,,,,,,,,,,,,,,,,,70,15,57,81,84,56,,,,Act 2 Cast A,Act 2 Champ A,Act 2 Unique A
4,HorrorMage,skeleton,SkeletonMage,17,1,,,,SkeletonRaise,seq_skeletonraise,1,,,,,,,,,,,,,,,,,,,,,,,,,,,70,17,56,81,84,55,,,,Act 2 Cast B,Act 2 Champ B,Act 2 Unique B
0,RatManShaman,fetish,FetishShaman,11,,,1,,FetishInferno,A1,7,FetishAura,A1,1,Resurrect2,seq_fetishres,1,,,,,,,,,,,,,,,,,,,,,,12,67,109,84,77,,,,Act 1 Cast C,Act 1 Champ C,Act 1 Unique C
1,FetishShaman,fetish,FetishShaman,22,,,1,,FetishInferno,A1,8,FetishAura,A1,2,Resurrect2,seq_fetishres,1,,,,,,,,,,,,,,,,,,,,,,22,66,107,85,77,,,,Act 3 Cast A,Act 3 Champ A,Act 3 Unique A
2,FlayerShaman,fetish,FetishShaman,23,,,1,,FetishInferno,A1,9,FetishAura,A1,3,Resurrect2,seq_fetishres,1,,,,,,,,,,,,,,,,,,,,,,23,65,107,85,76,,,,Act 3 Cast B,Act 3 Champ B,Act 3 Unique B
3,SoulKillerShaman,fetish,FetishShaman,24,,,1,,FetishInferno,A1,10,FetishAura,A1,4,Resurrect2,seq_fetishres,1,,,,,,,,,,,,,,,,,,,,,,24,65,107,85,77,,,,Act 3 Cast B,Act 3 Champ B,Act 3 Unique B
4,StygianDollShaman,fetish,FetishShaman,24,,,1,,FetishInferno,A1,11,FetishAura,A1,5,Resurrect2,seq_fetishres,1,,,,,,,,,,,,,,,,,,,,,,24,65,107,85,77,,,,Act 3 Cast B,Act 3 Champ B,Act 3 Unique B
0,larva,,Idle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,SandMaggotQueen,sandmaggot,SandMaggotQueen,11,,,,,MagottUp,seq_maggotup,1,MagottDown,seq_maggotdown,1,MagottLay,seq_maggotlay,1,QueenDeath,seq_queendeath,1,,,,,,,,,,,,,,,,,,,12,159,259,84,134,,,,Act 2 H2H A,Act 2 Champ A,Act 2 Unique A
1,RockWormQueen,sandmaggot,SandMaggotQueen,14,,,,,MagottUp,seq_maggotup,1,MagottDown,seq_maggotdown,1,MagottLay,seq_maggotlay,1,QueenDeath,seq_queendeath,1,,,,,,,,,,,,,,,,,,,15,161,261,84,134,,,,Act 2 H2H A,Act 2 Champ A,Act 2 Unique A
2,DevourerQueen,sandmaggot,SandMaggotQueen,17,,,,,MagottUp,seq_maggotup,1,MagottDown,seq_maggotdown,1,MagottLay,seq_maggotlay,1,QueenDeath,seq_queendeath,1,,,,,,,,,,,,,,,,,,,17,159,259,84,134,,,,Act 2 H2H B,Act 2 Champ B,Act 2 Unique B
3,GiantLampreyQueen,sandmaggot,SandMaggotQueen,21,,,,,MagottUp,seq_maggotup,1,MagottDown,seq_maggotdown,1,MagottLay,seq_maggotlay,1,QueenDeath,seq_queendeath,1,,,,,,,,,,,,,,,,,,,21,160,257,85,134,,,,Act 3 H2H A,Act 3 Champ A,Act 3 Unique A
4,WorldKillerQueen,sandmaggot,SandMaggotQueen,29,,,,,MagottUp,seq_maggotup,1,MagottDown,seq_maggotdown,1,MagottLay,seq_maggotlay,1,QueenDeath,seq_queendeath,1,,,,,,,,,,,,,,,,,,,29,157,257,84,153,,,,Act 4 H2H A,Act 4 Champ A,Act 4 Unique A
0,ClayGolem,golem,NecroPet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,,,20,50,,21,100,100,100,,2,5,40,,,
0,BloodGolem,golem,NecroPet,,,,,,BloodGolem,NU,0,,,,,,,,,,,,,,,,,,,,,,,20,,,,20,31,201,201,120,,7,20,60,,,
0,IronGolem,golem,NecroPet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,100,41,306,306,140,,7,19,80,,,
0,FireGolem,golem,NecroPet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,50,313,313,200,,10,27,120,,,
0,Dummy,,Idle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Dummy,human,Towner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,NightMarauder,baboon,Baboon,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,107,151,85,97,51,151,92,Act 3 H2H B,Act 3 Champ B,Act 3 Unique B
0,Dummy,human,Towner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Natalya,human,Npc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,FleshSpawner,vilekind,VileMother,24,,,1,,Nest,seq_vileres,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,229,295,63,142,82,182,92,Act 4 Cast A,Act 4 Champ A,Act 4 Unique A
1,StygianHag,vilekind,VileMother,27,,,1,,Nest,seq_vileres,1,,,,,,,,,,,,,,,,,,,,,,,,,,25,,27,229,295,63,154,89,189,93,Act 4 Cast A,Act 4 Champ A,Act 4 Unique A
2,Grotesque,vilekind,VileMother,30,,,1,,Nest,seq_vileres,1,,,,,,,,,,,,,,,,,,,,,,,,,,40,,29,228,294,63,168,90,190,92,Act 4 Cast B,Act 4 Champ B,Act 4 Unique B
0,FleshBeast,vilekind,VileDog,24,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,57,85,85,76,44,76,152,Act 4 Cast A,Act 4 Champ A,Act 4 Unique A
1,StygianDog,vilekind,VileDog,27,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,,43,56,84,84,82,48,77,151,Act 4 Cast A,Act 4 Champ A,Act 4 Unique A
2,GrotesqueWyrm,vilekind,VileDog,30,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,47,55,84,84,89,48,74,151,Act 4 Cast A,Act 4 Champ A,Act 4 Unique A
0,Groper,fingermage,FingerMage,24,1,,,1,FingerMageSpider,S1,3,,,,,,,,,,,,,,,,,,,,,,,,40,40,,,24,153,211,85,110,51,119,92,Act 4 Wraith A,Act 4 Champ A,Act 4 Unique A
1,Strangler,fingermage,FingerMage,27,1,,,1,FingerMageSpider,S1,4,,,,,,,,,,,,,,,,,,,,,,,,50,50,,,27,152,209,84,120,53,124,93,Act 4 Wraith B,Act 4 Champ B,Act 4 Unique B
2,StormCaster,fingermage,FingerMage,30,1,,,1,FingerMageSpider,S1,5,,,,,,,,,,,,,,,,,,,,,,,,60,60,,,29,152,209,84,130,53,122,92,Act 4 Wraith B,Act 4 Champ B,Act 4 Unique B
0,Corpulent,regurgitator,Regurgitator,24,,,1,,RegurgitatorEat,S1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,211,285,85,138,82,138,92,Act 4 H2H A,Act 4 Champ A,Act 4 Unique A
1,CorpseSpitter,regurgitator,Regurgitator,27,,,1,,RegurgitatorEat,S1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,209,283,84,150,89,148,93,Act 4 H2H A,Act 4 Champ A,Act 4 Unique A
2,MawFiend,regurgitator,Regurgitator,30,,,1,,RegurgitatorEat,S1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,209,283,84,163,90,148,92,Act 4 H2H B,Act 4 Champ B,Act 4 Unique B
0,DoomKnight,doomknight,DoomKnight,24,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,20,20,40,24,131,173,107,111,69,151,92,Act 4 H2H A,Act 4 Champ A,Act 4 Unique A
0,AbyssKnight,doomknight,AbyssKnight,27,1,,,,DoomKnightMissile,S1,3,MonBoneArmor,S1,5,MonBoneSpirit,S1,2,,,,,,,,,,,,,,,,,,40,80,40,40,27,129,172,107,121,71,153,93,Act 4 H2H B,Act 4 Champ B,Act 4 Unique B
0,OblivionKnight,doomknight,OblivionKnight,30,1,,,,DoomKnightMissile,S1,3,MonBoneArmor,S1,6,MonBoneSpirit,S1,2,Decrepify,S2,3,Bestow,seq_undeadbestow,2,MonCurseCast,S2,3,,,,,,,,,60,60,60,60,29,130,171,107,131,69,153,92,Act 4 H2H B,Act 4 Champ B,Act 4 Unique B
0,QuillBear,quillrat,QuillMother,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,SpikeGiant,quillrat,QuillMother,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,ThornBrute,quillrat,QuillMother,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,RazorBeast,quillrat,QuillMother,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,GiantUrchin,quillrat,QuillMother,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Dummy,,Idle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Dummy,,Idle,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Dummy,,Idle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Dummy,,EvilHole,1,,,,,Nest,S4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Dummy,,EvilHole,4,,,,,Nest,S4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Dummy,,EvilHole,7,,,,,Nest,S4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Dummy,,EvilHole,9,,,,,Nest,S4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Dummy,,EvilHole,22,,,,,Nest,S4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,a trap,,Trap-Missile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,a trap,,Trap-RightArrow,1,,,,,PoisonBallTrap,S1,1,CursedBallTrapRight,S1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,151,3001,,,
0,a trap,,Trap-LeftArrow,1,,,,,PoisonBallTrap,S1,1,CursedBallTrapLeft,S1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,151,3001,,,
0,a trap,,Trap-Poison,,,,,,PrimePoisonNova,A1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,a trap,,Trap-Missile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Kaelan,human,JarJar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Dummy,,InvisoSpawner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Diablo,demon,Diablo,110,,,1,,DiabLight,SC,2,DiabCold,S2,2,DiabFire,S1,4,DiabWall,S3,2,DiabRun,seq_diablorun,5,PrimeFirewall,S3,8,DiabPrison,S3,1,Diablogeddon,S3,5,50,50,75,75,75,75,50,6427,6427,87,3462,77,197,313,ROP,ROP,ROP
0,SuckerNest,,MosquitoNest,,,,,,Nest,seq_mosquitonest,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207,550,84,196,,,,Act 1 H2H B,Act 1 Champ B,Act 1 Unique B
1,FeederNest,,MosquitoNest,,,,,,Nest,seq_mosquitonest,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,216,550,84,196,,,,Act 1 H2H B,Act 1 Champ B,Act 1 Unique B
2,BloodHookNest,,MosquitoNest,,,,,,Nest,seq_mosquitonest,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,214,550,84,196,,,,Act 2 H2H B,Act 2 Champ B,Act 2 Unique B
3,BloodWingNest,,MosquitoNest,,,,,,Nest,seq_mosquitonest,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,214,550,85,201,,,,Act 3 H2H B,Act 3 Champ B,Act 3 Unique B
0,Guard,human,Hireable,1,,,,,Jab,seq_act2guardjab,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Dummy,,Idle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,skillname88,construct,Idle,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,70,,193,385,84,,,,,,,
0,skillname88,construct,Idle,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,70,,193,385,84,,,,,,,
0,skillname88,construct,Idle,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,70,,193,385,84,,,,,,,
0,skillname88,construct,Idle,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,70,,193,385,84,,,,,,,
0,Dummy,construct,BoneWall,7,,,,,Bone Wall,NU,0,,,,,,,,,,,,,,,,,,,,,,,,,,70,70,,19,19,35,,,,,,,
0,Council Member,councilmember,HighPriest,25,,,1,,Hydra,S1,2,ZakarumHeal,S1,2,,,,,,,,,,,,,,,,,,,,,,,,,25,191,381,85,149,51,119,93,Council,Council,Council
1,Council Member,councilmember,HighPriest,25,,,1,,Hydra,S1,3,ZakarumHeal,S1,3,,,,,,,,,,,,,,,,,,,,,,,,,25,191,381,85,149,51,119,93,Council,Council,Council
2,Council Member,councilmember,HighPriest,25,,,1,,Hydra,S1,4,ZakarumHeal,S1,4,,,,,,,,,,,,,,,,,,,,,,,,,25,191,381,85,149,51,119,93,Council,Council,Council
0,Turret,construct,DesertTurret,10,,,,,DesertTurret,seq_desertturret,1,,,,,,,,,,,,,,,,,,,,,,,50,95,50,85,1000,,291,387,39,95,,,,,,
1,Turret,construct,DesertTurret,10,,,,,DesertTurret,seq_desertturret,1,,,,,,,,,,,,,,,,,,,,,,,50,95,50,85,1000,,291,387,39,95,,,,,,
2,Turret,construct,DesertTurret,10,,,,,DesertTurret,seq_desertturret,1,,,,,,,,,,,,,,,,,,,,,,,50,95,50,85,1000,,291,387,39,95,,,,,,
0,Hydra,,Hydra,,,,,,HydraMissile,A1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Hydra,,Hydra,,,,,,HydraMissile,A1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Hydra,,Hydra,,,,,,HydraMissile,A1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,a trap,construct,Trap-Melee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,284,379,38,,75,150,180,,,
0,Dummy,,7TIllusion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Dopplezon,,Idle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,10,10,141,,,,,,,
0,Valkyrie,,NecroPet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,400,480,141,,9,24,250,,,
0,Dummy,human,Idle,,,,,,Jab,seq_act2guardjab,1,,,,,,,,,,,,,,,,,,,,,,,,,,,70,17,577,770,84,,,,,,,
0,Iron Wolf,human,Hireable,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Balrog,megademon,Megademon,24,,,1,,MegademonInferno,S1,6,,,,,,,,,,,,,,,,,,,,,,,,70,,,,32,191,229,101,129,51,94,125,Act 4 H2H A,Act 4 Champ A,Act 4 Unique A
1,PitLord,megademon,Megademon,27,,,1,,MegademonInferno,S1,7,,,,,,,,,,,,,,,,,,,,,,,,70,,,,36,190,229,101,140,53,101,126,Act 4 H2H B,Act 4 Champ B,Act 4 Unique B
2,VenomLord,megademon,Megademon,30,,,1,,MegademonInferno,S1,8,,,,,,,,,,,,,,,,,,,,,,,,70,,,70,39,191,228,101,152,53,95,125,Act 4 H2H B,Act 4 Champ B,Act 4 Unique B
0,skeleton,skeleton,NecroPet,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,21,21,5,,1,2,5,,,
0,skillan80,skeleton,NecroPet,,1,,,,NecromageMissile,A1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,61,61,24,,1,2,5,,,
0,Griswold,undead,Griswold,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,6,608,608,84,273,51,151,91,Griswold,Griswold,Griswold
0,compellingorb,construct,Idle,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,,152,303,84,,,,,,,
0,tyrael,,NpcStationary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,youngdiablo,,DarkWanderer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,a trap,,Trap-Nova,,,,,,Trap Nova,S1,1,,,,,,,,,,,,,,,,,,,,,,90,90,90,90,90,90,,,,,,,,,,,
0,Dummy,mummy,Idle,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Act 2 H2H C,Act 2 Champ C,Act 2 Unique C
0,LightningSpire,construct,ArcaneTower,1,,,,,ArcaneTower,seq_arcanetower,1,Lightning,seq_arcanetower,6,,,,,,,,,,,,,,,,,,,,90,90,90,70,1000,46,1001,2021,34,944,,,,,,
0,FireTower,construct,DesertTurret,1,,,,,DesertTurret,seq_desertturret,1,,,,,,,,,,,,,,,,,,,,,,90,90,90,,,70,46,1001,2021,34,944,,,,,,
0,Slinger,pantherwoman,PantherJavelin,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,54,87,58,67,51,121,94,Act 2 Miss A,Act 2 Champ A,Act 2 Unique A
1,SpearCat,pantherwoman,PantherJavelin,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,54,88,58,67,51,121,94,Act 2 Miss A,Act 2 Champ A,Act 2 Unique A
2,NightSlinger,pantherwoman,PantherJavelin,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,53,87,58,67,55,128,92,Act 2 Miss B,Act 2 Champ B,Act 2 Unique B
3,HellSlinger,pantherwoman,PantherJavelin,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,53,86,58,67,47,116,93,Act 2 Miss C,Act 2 Champ C,Act 2 Unique C
0,Dummy,human,Idle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Dummy,human,Idle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,ReturnedMage,skeleton,SkeletonMage,8,1,,,,SkeletonRaise,seq_skeletonraise,1,,,,,,,,,,,,,,,,,,,,,,,,,,30,50,9,56,84,84,56,,,,Act 1 Cast B,Act 1 Champ B,Act 1 Unique B
2,BoneMage,skeleton,SkeletonMage,10,1,,,,SkeletonRaise,seq_skeletonraise,1,,,,,,,,,,,,,,,,,,,,,,,,,,30,50,11,55,82,84,56,,,,Act 1 Cast C,Act 1 Champ B,Act 1 Unique B
3,BaalColdMage,skeleton,SkeletonMage,14,1,,,,SkeletonRaise,seq_skeletonraise,1,,,,,,,,,,,,,,,,,,,,,,,,50,,30,50,15,57,81,84,56,,,,Act 5 Cast A,Act 5 Champ A,Act 5 Unique A
4,HorrorMage,skeleton,SkeletonMage,17,1,,,,SkeletonRaise,seq_skeletonraise,1,,,,,,,,,,,,,,,,,,,,,,,,,,30,50,17,56,81,84,55,,,,Act 2 Cast B,Act 2 Champ B,Act 2 Unique B
1,ReturnedMage,skeleton,SkeletonMage,8,1,,,,SkeletonRaise,seq_skeletonraise,1,,,,,,,,,,,,,,,,,,,,,,,,30,,,50,9,56,84,84,56,,,,Act 1 Cast B,Act 1 Champ B,Act 1 Unique B
2,BoneMage,skeleton,SkeletonMage,10,1,,,,SkeletonRaise,seq_skeletonraise,1,,,,,,,,,,,,,,,,,,,,,,,,30,,,50,11,55,82,84,56,,,,Act 1 Cast C,Act 1 Champ C,Act 1 Unique C
3,BurningDeadMage,skeleton,SkeletonMage,14,1,,,,SkeletonRaise,seq_skeletonraise,1,,,,,,,,,,,,,,,,,,,,,,,,70,,,50,15,57,81,84,56,,,,Act 2 Cast A,Act 2 Champ A,Act 2 Unique A
4,HorrorMage,skeleton,SkeletonMage,17,1,,,,SkeletonRaise,seq_skeletonraise,1,,,,,,,,,,,,,,,,,,,,,,,,30,,,50,17,56,81,84,55,,,,Act 2 Cast B,Act 2 Champ B,Act 2 Unique B
1,ReturnedMage,skeleton,SkeletonMage,8,1,,,,SkeletonRaise,seq_skeletonraise,1,,,,,,,,,,,,,,,,,,,,,,,,,30,,50,9,56,84,84,56,,,,Act 1 Cast B,Act 1 Champ B,Act 1 Unique B
2,BoneMage,skeleton,SkeletonMage,10,1,,,,SkeletonRaise,seq_skeletonraise,1,,,,,,,,,,,,,,,,,,,,,,,,,30,,50,11,55,82,84,56,,,,Act 1 Cast C,Act 1 Champ C,Act 1 Unique C
3,BurningDeadMage,skeleton,SkeletonMage,14,1,,,,SkeletonRaise,seq_skeletonraise,1,,,,,,,,,,,,,,,,,,,,,,,,50,30,,50,15,57,81,84,56,,,,Act 2 Cast A,Act 2 Champ A,Act 2 Unique A
4,HorrorMage,skeleton,SkeletonMage,17,1,,,,SkeletonRaise,seq_skeletonraise,1,,,,,,,,,,,,,,,,,,,,,,,,,30,,50,17,56,81,84,55,,,,Act 2 Cast B,Act 2 Champ B,Act 2 Unique B
0,Hell Bovine,bovine,Skeleton,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,133,285,88,140,151,223,93,Cow,Act 4 Champ B,Act 4 Unique B
0,StrMonsterWindow,,Idle,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,90,90,90,90,70,46,,100,84,491,,,,,,
0,StrMonsterWindow,,Idle,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,90,90,90,90,70,46,,100,84,491,,,,,,
0,SpearCat,pantherwoman,PantherJavelin,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,47,82,53,64,,,,Act 2 Miss A,Act 2 Champ A,Act 2 Unique A
1,NightSlinger,pantherwoman,PantherJavelin,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,48,81,53,64,,,,Act 2 Miss B,Act 2 Champ B,Act 2 Unique B
0,RatMan,fetish,FetishBlowgun,9,,,1,,SkeletonRaise,seq_fethisraise,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,66,111,84,65,15,33,127,Act 1 H2H C,Act 1 Champ C,Act 1 Unique C
1,Fetish,fetish,FetishBlowgun,21,,,1,,SkeletonRaise,seq_fethisraise,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,64,107,85,65,15,33,126,Act 3 H2H A,Act 3 Champ A,Act 3 Unique A
2,Flayer,fetish,FetishBlowgun,22,,,1,,SkeletonRaise,seq_fethisraise,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,66,107,85,65,15,33,125,Act 3 H2H A,Act 3 Champ A,Act 3 Unique A
3,SoulKiller,fetish,FetishBlowgun,23,,,1,,SkeletonRaise,seq_fethisraise,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,65,107,85,65,15,33,126,Act 3 H2H B,Act 3 Champ B,Act 3 Unique B
4,StygianDoll,fetish,FetishBlowgun,24,,,1,,SkeletonRaise,seq_fethisraise,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,65,107,85,65,15,33,125,Act 3 H2H B,Act 3 Champ B,Act 3 Unique B
0,Dummy,undead,Spirit,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,90,90,90,90,70,,1267,,,503,144,219,125,Trapped Soul,Trapped Soul,Trapped Soul
0,The Smith,demon,Smith,10,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-50,13,291,291,84,151,101,129,115,Smith,Smith,Smith
0,TrappedSoul,,TrappedSoul,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,70,,57,76,2,1,16,37,148,Trapped Soul,Trapped Soul,Trapped Soul
0,TrappedSoul,,TrappedSoul,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,70,,57,76,2,1,16,37,148,Trapped Soul,Trapped Soul,Trapped Soul
0,Jamella,human,Npc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Izual,,NpcStationary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,RatMan,fetish,Fetish,10,,,,,SkeletonRaise,seq_fethisraise,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,64,110,84,76,29,86,125,Act 3 H2H B,Act 3 Champ B,Act 3 Unique B
0,Malachai,human,Buffy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,The Feature Creep,demon,Smith,25,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-50,30,760,760,107,339,151,226,112,Haphesto,Haphesto,Haphesto
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Wake of Destruction,construct,AssassinSentry,,,,,,Wake Of Destruction Sentry,S2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,,,,,,,
0,Charged Bolt Sentry,construct,AssassinSentry,,,,,,BoltSentry,seq_chargesentry,1,Shock Field,S1,0,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,,,,,,,
0,Lightning Sentry,construct,AssassinSentry,,,,,,sentry lightning,seq_chargesentry,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,,,,,,,
0,Blade Creeper,construct,BladeCreeper,,,,,,Blade Sentinel,A1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,,,,,,,
0,Invis Pet,,InvisoPet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Inferno Sentry,construct,AssassinSentry,,,,,,mon inferno sentry,seq_infernosentry,1,Wake of Fire Sentry,S1,0,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,,,,,,,
0,Death Sentry,construct,DeathSentry,,,,,,mon death sentry,seq_chargesentry,1,death sentry ltng,seq_chargesentry,1,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,,,,,,,
0,Shadow Warrior,,ShadowWarrior,,,,,,Fists of Fire,seq_swtigerfist,1,Blade Fury,seq_swbladefury,1,Blades of Ice,seq_swtigerfist,1,Dragon Claw,seq_swtigerfist,1,Dragon Flight,seq_swdragonflight,1,Claws of Thunder,seq_swtigerfist,1,Attack,A2,1,,,,40,,,,,,50,376,376,196,,0,0,163,,,
